 ID, Account ID, Title, Type, Status, Version, Size, Format, Uploaded By, Uploaded At, Last Modified At, Expires At, Description
1400081936,1073889550,Monthly Subscription Invoice,Invoice,Archived,0.6,7488440,XLSX,81801061,2025-01-03 21:26:32.172806 UTC,2025-01-10 23:46:54.172806 UTC,,Archived copy of Monthly Subscription Invoice
2109233627,1073889550,Implementation Guide,Support,In Review,0.6,6714256,DOCX,742365891,2024-12-28 22:27:16.173045 UTC,2025-01-14 13:04:34.173045 UTC,,Under review - Implementation Guide
1212231637,1073889550,Software License Agreement,Contract,In Review,0.2,3446801,DOCX,895334175,2024-10-29 03:15:14.173244 UTC,2025-01-16 01:56:52.173244 UTC,2025-12-28 09:33:19.173244 UTC,Under review - Software License Agreement
1054363901,438799507,API Documentation,Support,Final,1.7,8914613,DOCX,289350603,2024-11-30 14:54:30.21488 UTC,2025-01-20 03:32:19.21488 UTC,,Final version of API Documentation
590753698,438799507,Professional Services Invoice,Invoice,Draft,0.1,6329999,DOCX,2138075717,2024-11-16 20:30:58.215052 UTC,2025-01-21 04:05:21.215052 UTC,,Draft version of Professional Services Invoice
768620584,438799507,Implementation Project Scope,Proposal,Archived,0.7,2860227,PDF,1180861141,2024-11-05 15:35:38.21521 UTC,2025-01-16 14:26:48.21521 UTC,,Archived copy of Implementation Project Scope
583409762,438799507,Training Services Invoice,Invoice,Final,1.6,7569019,DOCX,1180861141,2024-11-14 13:06:59.215381 UTC,2025-01-22 16:31:11.215381 UTC,,Final version of Training Services Invoice
742132347,438799507,Implementation Project Scope,Proposal,Final,1.9,2583203,PDF,951775129,2024-11-23 04:30:21.21554 UTC,2025-01-19 15:23:17.21554 UTC,,Final version of Implementation Project Scope
1829972942,503932121,Master Service Agreement,Contract,Archived,0.5,9792884,PDF,895334175,2024-12-22 19:03:47.263385 UTC,2025-01-13 04:05:40.263385 UTC,2025-09-08 09:27:35.263385 UTC,Archived copy of Master Service Agreement
954814803,503932121,Enterprise Solution Proposal,Proposal,Draft,0.8,7352150,PDF,1180861141,2024-12-17 17:39:37.263597 UTC,2025-01-10 04:35:31.263597 UTC,,Draft version of Enterprise Solution Proposal
1348564850,503932121,Enterprise Solution Proposal,Proposal,Archived,0.2,8394569,DOCX,951775129,2024-11-02 17:19:07.263774 UTC,2025-01-21 13:49:51.263774 UTC,,Archived copy of Enterprise Solution Proposal
957920930,503932121,Implementation Guide,Support,Final,1.6,3863624,DOCX,519770588,2024-11-04 14:51:25.263946 UTC,2025-01-20 15:10:43.263946 UTC,,Final version of Implementation Guide
1077669371,503932121,Monthly Subscription Invoice,Invoice,Final,1.8,9937000,PDF,742365891,2024-12-10 19:29:28.264097 UTC,2025-01-18 16:43:04.264097 UTC,,Final version of Monthly Subscription Invoice
788713393,503932121,Master Service Agreement,Contract,Draft,0.2,2108914,PDF,289350603,2024-12-05 07:33:32.264253 UTC,2024-12-28 22:32:02.264253 UTC,2025-11-01 07:34:40.264253 UTC,Draft version of Master Service Agreement
1440270824,503932121,Data Processing Agreement,Contract,Final,1.1,1874181,PDF,951775129,2024-12-30 14:23:31.264415 UTC,2025-01-18 01:22:14.264415 UTC,2025-08-18 09:56:24.264415 UTC,Final version of Data Processing Agreement
1024786946,503932121,API Documentation,Support,In Review,0.7,4439755,DOCX,1157138452,2024-12-08 02:28:44.264593 UTC,2025-01-14 17:52:11.264593 UTC,,Under review - API Documentation
191952671,503932121,Software License Agreement,Contract,In Review,0.6,5276533,DOCX,1224300936,2024-11-08 07:00:44.264759 UTC,2025-01-22 00:54:30.264759 UTC,2025-12-02 12:47:01.264759 UTC,Under review - Software License Agreement
1505982272,39751956,Service Level Agreement,Contract,Draft,0.5,8036957,XLSX,2138075717,2024-11-15 01:03:16.321276 UTC,2025-01-19 07:01:39.321276 UTC,2025-11-26 07:23:51.321276 UTC,Draft version of Service Level Agreement
1559112579,39751956,Custom Development Proposal,Proposal,Final,1.1,8541515,XLSX,1507141089,2024-11-11 14:12:41.321462 UTC,2025-01-17 23:20:58.321462 UTC,,Final version of Custom Development Proposal
584503784,39751956,Software License Agreement,Contract,Final,1.6,2865580,PDF,122346013,2025-01-17 07:48:37.321629 UTC,2025-01-24 10:52:29.321629 UTC,2025-12-02 01:07:16.321629 UTC,Final version of Software License Agreement
1134461707,39751956,Data Processing Agreement,Contract,Draft,0.9,6061620,DOCX,951775129,2024-12-21 00:14:57.32179 UTC,2025-01-23 12:35:45.32179 UTC,2025-09-25 09:06:56.32179 UTC,Draft version of Data Processing Agreement
1281245499,39751956,Technical Documentation,Support,Final,1.5,7772419,DOCX,289350603,2024-12-19 14:36:31.321957 UTC,2025-01-21 10:28:29.321957 UTC,,Final version of Technical Documentation
1020628063,39751956,Custom Development Proposal,Proposal,Archived,0.5,6756127,PDF,951775129,2025-01-09 08:53:13.322107 UTC,2025-01-24 22:24:28.322107 UTC,,Archived copy of Custom Development Proposal
1643269119,39751956,Implementation Guide,Support,Final,1.1,9961321,DOCX,519770588,2025-01-19 00:41:49.322264 UTC,2025-01-18 17:23:47.322264 UTC,,Final version of Implementation Guide
51958620,1419366440,Monthly Subscription Invoice,Invoice,Final,1.1,3305711,DOCX,943289491,2024-11-06 10:01:29.359538 UTC,2025-01-21 07:44:05.359538 UTC,,Final version of Monthly Subscription Invoice
1503883008,1419366440,Implementation Project Scope,Proposal,Final,1.1,3149919,PDF,1439420165,2024-11-18 03:10:34.359715 UTC,2025-01-18 18:39:04.359715 UTC,,Final version of Implementation Project Scope
1009527494,1419366440,Enterprise Solution Proposal,Proposal,Final,1.8,7050931,PDF,81801061,2024-12-31 13:16:08.359877 UTC,2025-01-19 06:22:23.359877 UTC,,Final version of Enterprise Solution Proposal
444055356,1419366440,User Guide,Support,Final,1.1,8431408,DOCX,1826904509,2025-01-16 01:01:04.360042 UTC,2025-01-24 17:48:34.360042 UTC,,Final version of User Guide
878721319,1419366440,API Documentation,Support,Final,1.7,7955535,DOCX,1608037409,2024-11-16 07:19:32.360196 UTC,2025-01-20 15:03:27.360196 UTC,,Final version of API Documentation
1074125841,1419366440,Monthly Subscription Invoice,Invoice,In Review,0.6,1429160,PDF,1050508733,2025-01-05 11:25:57.360348 UTC,2025-01-18 05:25:17.360348 UTC,,Under review - Monthly Subscription Invoice
295239916,1419366440,Service Level Agreement,Contract,In Review,0.6,3062203,DOCX,1180861141,2024-11-22 12:33:47.360511 UTC,2025-01-19 01:07:57.360511 UTC,2025-09-05 12:47:46.360511 UTC,Under review - Service Level Agreement
433041801,1419366440,Custom Development Proposal,Proposal,Final,1.9,1924543,PDF,1826904509,2025-01-02 02:46:49.360675 UTC,2025-01-22 09:31:50.360675 UTC,,Final version of Custom Development Proposal
1658677678,582002388,User Guide,Support,Final,1.1,10057116,PDF,122346013,2024-12-12 03:33:11.400473 UTC,2025-01-21 09:52:39.400473 UTC,,Final version of User Guide
2069522853,582002388,User Guide,Support,Final,1.7,10344109,XLSX,1837155942,2025-01-07 16:58:53.400632 UTC,2025-01-21 07:28:10.400632 UTC,,Final version of User Guide
1844564707,582002388,Training Services Invoice,Invoice,Final,1.1,310739,DOCX,81801061,2024-11-27 00:40:51.400778 UTC,2025-01-22 14:32:16.400778 UTC,,Final version of Training Services Invoice
603829937,582002388,Privacy Policy,Legal,In Review,0.9,1695648,PDF,1050508733,2024-12-12 18:02:06.400938 UTC,2025-01-13 15:12:20.400938 UTC,2027-01-19 03:54:24.400938 UTC,Under review - Privacy Policy
1911121892,582002388,Professional Services Invoice,Invoice,Final,1.8,3274361,DOCX,951775129,2024-12-18 00:49:42.401089 UTC,2025-01-18 10:45:00.401089 UTC,,Final version of Professional Services Invoice
2082348241,582002388,Software License Agreement,Contract,In Review,0.5,6025323,PDF,895334175,2024-10-31 22:32:11.401252 UTC,2025-01-14 14:07:30.401252 UTC,2025-11-03 10:43:58.401252 UTC,Under review - Software License Agreement
226697425,582002388,Service Level Agreement,Contract,Archived,0.9,6646696,DOCX,643793315,2024-12-13 03:33:13.40148 UTC,2025-01-14 06:34:15.40148 UTC,2026-01-16 06:19:13.40148 UTC,Archived copy of Service Level Agreement
366075001,1671035102,User Guide,Support,Draft,0.2,3851940,PDF,1157138452,2025-01-16 05:29:30.44896 UTC,2025-01-07 23:13:19.44896 UTC,,Draft version of User Guide
1620887246,1671035102,Data Processing Agreement,Contract,Final,1.8,1041594,DOCX,742365891,2024-12-22 04:14:31.449189 UTC,2025-01-24 14:10:58.449189 UTC,2025-08-08 01:57:29.449189 UTC,Final version of Data Processing Agreement
372994514,1671035102,API Documentation,Support,Archived,0.9,2222764,PDF,1997519883,2024-11-25 09:31:53.449392 UTC,2025-01-13 18:26:53.449392 UTC,,Archived copy of API Documentation
383420160,1671035102,Data Processing Agreement,Contract,Final,1.8,551863,XLSX,742365891,2024-11-29 19:30:06.449558 UTC,2025-01-21 05:13:20.449558 UTC,2025-12-04 10:02:21.449558 UTC,Final version of Data Processing Agreement
1935166646,1671035102,Implementation Guide,Support,In Review,0.4,1050521,DOCX,1224300936,2024-12-08 03:41:43.449739 UTC,2025-01-15 08:08:13.449739 UTC,,Under review - Implementation Guide
1640402528,1671035102,Security Policy,Legal,Final,1.8,3582615,DOCX,126591564,2024-12-01 19:40:01.449917 UTC,2025-01-18 14:20:25.449917 UTC,2026-05-19 18:10:19.449917 UTC,Final version of Security Policy
1737292847,1671035102,Terms of Service,Legal,Final,1.7,1853354,PDF,1997519883,2024-12-15 10:25:13.45009 UTC,2025-01-23 22:09:45.45009 UTC,2026-12-11 00:48:07.45009 UTC,Final version of Terms of Service
1437806763,1065314299,Implementation Project Scope,Proposal,Final,1.4,8880253,XLSX,1997519883,2024-11-11 15:28:47.518145 UTC,2025-01-23 13:09:44.518145 UTC,,Final version of Implementation Project Scope
2003931905,1065314299,User Guide,Support,In Review,0.3,6929076,PDF,643793315,2025-01-24 09:29:07.518335 UTC,2025-01-14 12:05:15.518335 UTC,,Under review - User Guide
1444999129,1065314299,Enterprise Solution Proposal,Proposal,Final,1.4,6836181,PDF,517880878,2025-01-01 18:11:45.518488 UTC,2025-01-21 08:34:41.518488 UTC,,Final version of Enterprise Solution Proposal
1788532689,1065314299,Implementation Guide,Support,Archived,0.5,10411945,DOCX,1224300936,2024-12-09 16:49:31.518662 UTC,2025-01-20 10:00:22.518662 UTC,,Archived copy of Implementation Guide
1631232335,1065314299,Training Services Invoice,Invoice,Final,1.8,4012280,DOCX,1507141089,2025-01-18 01:45:03.518938 UTC,2025-01-19 16:08:41.518938 UTC,,Final version of Training Services Invoice
780942077,1065314299,Implementation Project Scope,Proposal,Final,1.2,6650965,DOCX,1224300936,2024-11-16 00:19:23.519152 UTC,2025-01-22 16:39:10.519152 UTC,,Final version of Implementation Project Scope
1993743515,1065314299,Data Processing Agreement,Contract,Final,1.4,7144164,DOCX,1997519883,2024-11-02 03:00:48.51935 UTC,2025-01-24 22:48:40.51935 UTC,2025-09-28 04:14:56.51935 UTC,Final version of Data Processing Agreement
2103779587,285407040,Professional Services Invoice,Invoice,In Review,0.1,6269263,DOCX,895334175,2024-11-25 22:04:31.5911 UTC,2025-01-23 16:50:24.5911 UTC,,Under review - Professional Services Invoice
790129863,285407040,Professional Services Invoice,Invoice,Final,1.7,3961965,PDF,122346013,2024-12-30 13:42:56.591318 UTC,2025-01-18 09:11:49.591318 UTC,,Final version of Professional Services Invoice
1534365920,285407040,Service Level Agreement,Contract,Final,1.2,7377066,DOCX,374742912,2025-01-22 01:02:56.591486 UTC,2025-01-23 01:45:47.591486 UTC,2026-01-23 10:29:23.591486 UTC,Final version of Service Level Agreement
1991047782,285407040,Technical Documentation,Support,Final,1.8,151063,DOCX,1224300936,2024-11-10 11:25:00.59166 UTC,2025-01-22 17:17:20.59166 UTC,,Final version of Technical Documentation
1042819179,285407040,Training Services Invoice,Invoice,Final,1.4,4719603,PDF,951775129,2024-12-04 17:51:27.591835 UTC,2025-01-23 08:49:43.591835 UTC,,Final version of Training Services Invoice
154136323,285407040,Technical Documentation,Support,Final,1.9,198657,PDF,1050508733,2024-11-09 06:41:47.592037 UTC,2025-01-18 19:21:09.592037 UTC,,Final version of Technical Documentation
610566572,1743885787,Implementation Project Scope,Proposal,Final,1.6,4361174,PDF,2138075717,2024-12-06 06:45:21.659302 UTC,2025-01-22 10:18:26.659302 UTC,,Final version of Implementation Project Scope
2077687275,1743885787,Data Processing Agreement,Contract,Final,1.1,6912396,DOCX,1837155942,2024-12-24 22:25:19.659475 UTC,2025-01-20 13:58:16.659475 UTC,2025-11-24 01:48:10.659475 UTC,Final version of Data Processing Agreement
933859195,1743885787,Service Level Agreement,Contract,Final,1.6,3938818,DOCX,289350603,2024-12-11 07:52:59.659639 UTC,2025-01-22 08:22:50.659639 UTC,2025-11-13 07:33:42.659639 UTC,Final version of Service Level Agreement
541810425,1743885787,Service Level Agreement,Contract,Final,1.7,8280243,PDF,1180861141,2024-11-12 12:57:56.659797 UTC,2025-01-24 18:58:37.659797 UTC,2026-01-24 03:27:56.659797 UTC,Final version of Service Level Agreement
1095545836,1743885787,Technical Documentation,Support,Final,1.2,1563476,PDF,1224300936,2024-11-05 22:20:31.659956 UTC,2025-01-18 19:33:02.659956 UTC,,Final version of Technical Documentation
1268441603,1743885787,Monthly Subscription Invoice,Invoice,Archived,0.3,8179425,DOCX,1224300936,2024-11-24 11:17:27.660114 UTC,2025-01-17 08:38:23.660114 UTC,,Archived copy of Monthly Subscription Invoice
60740604,1743885787,Training Services Invoice,Invoice,In Review,0.2,4866509,PDF,126591564,2025-01-16 22:46:57.66028 UTC,2025-01-13 13:50:21.66028 UTC,,Under review - Training Services Invoice
271868429,1743885787,Software License Agreement,Contract,Final,1.1,864432,PDF,1608037409,2024-10-29 13:15:54.66044 UTC,2025-01-21 04:10:26.66044 UTC,2025-08-16 11:18:54.66044 UTC,Final version of Software License Agreement
188074246,1942384211,Monthly Subscription Invoice,Invoice,Archived,0.1,10322170,XLSX,1224300936,2024-12-22 19:55:09.708305 UTC,2025-01-24 06:53:49.708305 UTC,,Archived copy of Monthly Subscription Invoice
1257505772,1942384211,Service Level Agreement,Contract,Archived,0.1,8170910,XLSX,1180861141,2024-11-28 14:48:15.708503 UTC,2025-01-21 08:30:14.708503 UTC,2025-10-10 22:27:20.708503 UTC,Archived copy of Service Level Agreement
1994922528,1942384211,Software License Agreement,Contract,Draft,0.1,858844,PDF,1224300936,2025-01-03 04:44:21.708669 UTC,2025-01-12 05:14:35.708669 UTC,2025-10-25 05:33:24.708669 UTC,Draft version of Software License Agreement
817905877,1942384211,Data Processing Agreement,Contract,Final,1.2,4572322,PDF,81801061,2024-12-17 21:31:00.708834 UTC,2025-01-24 21:40:40.708834 UTC,2025-08-22 00:00:21.708834 UTC,Final version of Data Processing Agreement
1172863145,1942384211,User Guide,Support,Draft,0.4,4174854,PDF,1029413620,2024-11-05 17:39:47.708996 UTC,2025-01-01 01:30:09.708996 UTC,,Draft version of User Guide
1802053390,1942384211,Master Service Agreement,Contract,Final,1.4,7811648,PDF,519770588,2024-12-29 09:11:06.709148 UTC,2025-01-19 16:28:56.709148 UTC,2025-11-13 20:30:48.709148 UTC,Final version of Master Service Agreement
602217001,1942384211,Enterprise Solution Proposal,Proposal,Draft,0.4,7705906,DOCX,951775129,2025-01-06 05:19:38.709304 UTC,2025-01-07 08:46:57.709304 UTC,,Draft version of Enterprise Solution Proposal
1771161887,1942384211,Implementation Project Scope,Proposal,Draft,0.1,151332,PDF,122346013,2025-01-16 23:44:34.709469 UTC,2025-01-20 21:12:58.709469 UTC,,Draft version of Implementation Project Scope
2033751146,1942384211,Professional Services Invoice,Invoice,Archived,0.4,5515680,PDF,1997519883,2024-12-19 23:57:44.709625 UTC,2025-01-17 17:29:45.709625 UTC,,Archived copy of Professional Services Invoice
536662591,1942384211,Professional Services Invoice,Invoice,Archived,0.5,7554161,DOCX,2138075717,2025-01-20 09:52:55.709786 UTC,2025-01-24 21:26:59.709786 UTC,,Archived copy of Professional Services Invoice
1856454810,1849818748,Data Processing Agreement,Contract,In Review,0.7,602802,DOCX,517880878,2024-11-23 00:15:32.762895 UTC,2025-01-13 02:00:46.762895 UTC,2026-01-17 20:06:12.762895 UTC,Under review - Data Processing Agreement
51826859,1849818748,User Guide,Support,Final,1.5,108314,PDF,126591564,2024-12-08 23:40:34.763156 UTC,2025-01-24 04:51:09.763156 UTC,,Final version of User Guide
1529559978,1849818748,Custom Development Proposal,Proposal,Final,1.5,3705309,DOCX,1816148921,2024-11-07 20:38:00.763353 UTC,2025-01-22 12:10:16.763353 UTC,,Final version of Custom Development Proposal
80559502,1849818748,Master Service Agreement,Contract,Final,1.6,673096,PDF,1837155942,2024-12-13 08:31:39.763546 UTC,2025-01-21 05:43:39.763546 UTC,2025-10-08 07:41:28.763546 UTC,Final version of Master Service Agreement
685076584,1849818748,Security Policy,Legal,Draft,0.5,371007,PDF,374742912,2024-12-11 13:49:24.763728 UTC,2025-01-15 07:44:05.763728 UTC,2026-07-29 15:12:41.763728 UTC,Draft version of Security Policy
515473227,1849818748,Implementation Guide,Support,Final,1.4,5064605,PDF,2138075717,2025-01-02 19:17:47.763898 UTC,2025-01-19 11:25:25.763898 UTC,,Final version of Implementation Guide
701668469,1849818748,Implementation Guide,Support,Final,1.4,3882001,PDF,289350603,2024-12-20 02:30:45.764063 UTC,2025-01-18 20:28:45.764063 UTC,,Final version of Implementation Guide
95778204,1849818748,Enterprise Solution Proposal,Proposal,Draft,0.3,3338542,PDF,1029413620,2024-12-30 02:21:28.764232 UTC,2024-12-30 14:34:56.764232 UTC,,Draft version of Enterprise Solution Proposal
970461103,1849818748,Master Service Agreement,Contract,Draft,0.1,8270549,PDF,289350603,2024-12-15 04:23:05.764408 UTC,2024-12-26 07:53:54.764408 UTC,2025-09-11 15:57:59.764408 UTC,Draft version of Master Service Agreement
1414055051,1849818748,Service Level Agreement,Contract,Final,1.8,8082304,PDF,517880878,2024-12-05 00:34:46.764583 UTC,2025-01-18 01:21:08.764583 UTC,2025-12-18 17:06:00.764583 UTC,Final version of Service Level Agreement
552251974,1260921297,Monthly Subscription Invoice,Invoice,In Review,0.6,3325800,PDF,943289491,2024-12-01 02:51:38.811147 UTC,2025-01-23 17:31:35.811147 UTC,,Under review - Monthly Subscription Invoice
1599612446,1260921297,Security Policy,Legal,Final,1.5,7802706,PDF,1224300936,2024-12-18 23:30:30.811338 UTC,2025-01-18 20:17:12.811338 UTC,2027-01-09 20:21:00.811338 UTC,Final version of Security Policy
1447758467,1260921297,Implementation Project Scope,Proposal,Final,1.9,9206710,DOCX,943289491,2024-11-13 21:45:26.811503 UTC,2025-01-23 17:36:28.811503 UTC,,Final version of Implementation Project Scope
961092630,1260921297,Professional Services Invoice,Invoice,Final,1.8,5990110,DOCX,943289491,2024-12-08 11:04:11.811737 UTC,2025-01-18 15:51:58.811737 UTC,,Final version of Professional Services Invoice
1162269015,1260921297,Monthly Subscription Invoice,Invoice,Draft,0.4,8464957,PDF,81801061,2024-12-02 17:41:40.811956 UTC,2025-01-22 08:09:30.811956 UTC,,Draft version of Monthly Subscription Invoice
1332823913,1260921297,Training Services Invoice,Invoice,In Review,0.5,386249,PDF,374742912,2024-12-24 03:18:04.812141 UTC,2025-01-20 08:13:02.812141 UTC,,Under review - Training Services Invoice
765054902,2046184909,Security Policy,Legal,In Review,0.3,8715223,DOCX,1398229709,2024-11-09 21:00:44.866299 UTC,2025-01-12 14:22:35.866299 UTC,2026-09-18 12:58:40.866299 UTC,Under review - Security Policy
710217594,2046184909,Master Service Agreement,Contract,In Review,0.7,10408511,PDF,517880878,2025-01-08 04:09:09.866481 UTC,2025-01-23 08:23:45.866481 UTC,2025-10-04 13:51:12.866481 UTC,Under review - Master Service Agreement
2142461972,2046184909,Master Service Agreement,Contract,Archived,0.2,7393725,PDF,1050508733,2024-12-14 13:01:55.86664 UTC,2025-01-24 20:54:38.86664 UTC,2025-12-17 00:08:54.86664 UTC,Archived copy of Master Service Agreement
1172723296,2046184909,Implementation Project Scope,Proposal,Final,1.1,2182697,PDF,374742912,2025-01-17 17:00:24.8668 UTC,2025-01-23 21:08:35.8668 UTC,,Final version of Implementation Project Scope
894628879,2046184909,Implementation Project Scope,Proposal,Final,1.4,6328248,PDF,289350603,2025-01-17 17:46:39.866962 UTC,2025-01-21 10:39:01.866962 UTC,,Final version of Implementation Project Scope
1916975212,1301495411,Implementation Project Scope,Proposal,Draft,0.8,2842058,PDF,951775129,2024-11-24 17:09:18.919361 UTC,2024-12-30 01:09:14.919361 UTC,,Draft version of Implementation Project Scope
1146774302,1301495411,Master Service Agreement,Contract,Archived,0.9,3970161,DOCX,643793315,2024-12-26 09:42:55.919547 UTC,2025-01-12 09:45:00.919547 UTC,2025-08-29 14:29:39.919547 UTC,Archived copy of Master Service Agreement
230546870,1301495411,Implementation Project Scope,Proposal,Final,1.9,3172297,PDF,1826904509,2024-12-20 15:08:07.919716 UTC,2025-01-24 13:46:53.919716 UTC,,Final version of Implementation Project Scope
94278693,1301495411,Service Level Agreement,Contract,Final,1.6,6807219,DOCX,2138075717,2025-01-02 07:03:00.919885 UTC,2025-01-24 01:38:07.919885 UTC,2025-08-06 04:07:11.919885 UTC,Final version of Service Level Agreement
974892072,1301495411,User Guide,Support,Final,1.2,220210,PDF,519770588,2024-11-21 12:28:04.920053 UTC,2025-01-20 08:11:14.920053 UTC,,Final version of User Guide
