 Degradation Factor ID, Health Assessment ID, Factor
491513072,1528109180,Rust
2059487361,1528109180,Wear
1000954842,1528109180,Environmental Exposure
315655145,1528109180,Wear
1118800685,1528109180,Rust
520629832,1502925420,Thermal Stress
1393883316,1502925420,Electrical Stress
1351225341,1502925420,Thermal Stress
1634289696,1502925420,Thermal Stress
1947319437,1502925420,Age
1805815106,1535953049,Weather Damage
217822939,1535953049,Age
1722080771,1535953049,Environmental Exposure
77249127,321954485,Environmental Exposure
493075921,321954485,Electrical Stress
365897848,321954485,Thermal Stress
1415804231,321954485,Electrical Stress
57349962,321954485,Physical Damage
803673265,17166962,Thermal Stress
1156318308,17166962,Environmental Exposure
1310580692,17166962,Physical Damage
1729860737,1312501102,Rust
628462082,1312501102,Thermal Stress
494252600,1312501102,Physical Damage
1735113280,1312501102,Environmental Exposure
1983384881,1312501102,Physical Damage
1399314984,2019849220,Age
201885211,2019849220,Age
2066613507,2019849220,Thermal Stress
1390361651,2019849220,Weather Damage
2004855001,1316856832,Rust
2054611830,1316856832,Thermal Stress
477279848,1316856832,Thermal Stress
1137122322,1316856832,Physical Damage
102160573,1316856832,Rust
1456853595,1079956747,Environmental Exposure
1821757667,1079956747,Thermal Stress
1469247686,1079956747,Wear
501879686,1079956747,Age
926901855,1079956747,Age
1158712657,1585601986,Environmental Exposure
419974364,1585601986,Thermal Stress
1631030921,1585601986,Environmental Exposure
964725389,522640370,Age
1351082995,522640370,Thermal Stress
359744276,522640370,Electrical Stress
1438300045,672919384,Thermal Stress
1702848033,672919384,Wear
824639612,672919384,Physical Damage
1050462152,353164984,Physical Damage
1546816421,353164984,Wear
272126093,353164984,Wear
1888767929,353164984,Thermal Stress
1617713919,1632063013,Electrical Stress
929872620,1632063013,Environmental Exposure
111261038,1292667450,Environmental Exposure
1794755410,1292667450,Physical Damage
324192295,1292667450,Electrical Stress
983140047,196615255,Electrical Stress
2125903340,196615255,Age
144686519,196615255,Electrical Stress
307164171,341875334,Environmental Exposure
954464989,341875334,Age
2116259603,341875334,Weather Damage
777607694,341875334,Rust
1865010854,341875334,Physical Damage
529076659,804950021,Thermal Stress
1537982892,804950021,Thermal Stress
700503769,804950021,Environmental Exposure
435485653,804950021,Wear
53589924,804950021,Wear
1773513256,1187341887,Rust
2055121987,1187341887,Rust
609671845,1187341887,Electrical Stress
556324828,1187341887,Rust
376637689,1012596409,Environmental Exposure
1762620759,1012596409,Physical Damage
132949425,1012596409,Physical Damage
1839617356,1012596409,Electrical Stress
2129501616,1012596409,Rust
1123881016,1095111343,Environmental Exposure
326284988,1095111343,Rust
275756581,1095111343,Environmental Exposure
64705300,276418426,Age
2078579829,276418426,Thermal Stress
265450264,276418426,Rust
163160957,1793432120,Rust
398641234,1793432120,Environmental Exposure
845497411,1793432120,Weather Damage
1625805447,1755986049,Electrical Stress
1028287702,1755986049,Rust
1507126741,1755986049,Thermal Stress
312261363,534993266,Age
317688792,534993266,Weather Damage
977768378,534993266,Weather Damage
2044844810,896962240,Electrical Stress
2020552286,896962240,Thermal Stress
994934340,896962240,Weather Damage
2070476647,896962240,Environmental Exposure
824166807,984762538,Environmental Exposure
235994623,984762538,Environmental Exposure
188374175,984762538,Rust
1849677232,984762538,Rust
1048219436,984762538,Age
1218750537,1161114518,Weather Damage
957866331,1161114518,Thermal Stress
1943444276,1161114518,Weather Damage
1830023885,1161114518,Rust
529347684,1161114518,Weather Damage
338372562,56629728,Environmental Exposure
682206380,56629728,Wear
2061108980,56629728,Electrical Stress
772720804,56629728,Thermal Stress
1039887315,1880474126,Age
1040593321,1880474126,Thermal Stress
290932217,1880474126,Age
1022203078,1880474126,Electrical Stress
98885039,1880474126,Environmental Exposure
1748820713,2068982141,Environmental Exposure
1852317197,2068982141,Rust
963211916,2068982141,Weather Damage
1229495386,112488230,Thermal Stress
658043262,112488230,Rust
1744068351,112488230,Environmental Exposure
1357606144,112488230,Weather Damage
1918616601,2062955762,Physical Damage
1298313542,2062955762,Physical Damage
276288596,2062955762,Physical Damage
1215109643,349699048,Weather Damage
1131542505,349699048,Wear
590011205,349699048,Age
1892810172,349699048,Age
805417813,1021398987,Physical Damage
72403075,1021398987,Age
1515370316,1021398987,Electrical Stress
1031074018,985967517,Electrical Stress
326295117,985967517,Age
235334482,985967517,Wear
1196918437,985967517,Age
308972575,985967517,Rust
312280481,1317151082,Physical Damage
217429017,1317151082,Environmental Exposure
927587042,1317151082,Thermal Stress
776721659,1317151082,Wear
1841485821,1633350123,Weather Damage
406006402,1633350123,Electrical Stress
932177508,1633350123,Physical Damage
1452775430,261660147,Rust
1817247045,261660147,Environmental Exposure
562963899,261660147,Thermal Stress
855860038,1374726481,Electrical Stress
599525324,1374726481,Physical Damage
32430839,1374726481,Thermal Stress
594526060,851465351,Weather Damage
387780344,851465351,Rust
682402341,851465351,Physical Damage
1933641708,1016806529,Rust
983429770,1016806529,Rust
1797075284,1016806529,Physical Damage
1237806264,1016806529,Age
1911442142,1095771266,Thermal Stress
1767942436,1095771266,Environmental Exposure
1141311047,1095771266,Age
1777920021,1095771266,Age
818497170,2079225804,Physical Damage
1906658654,2079225804,Environmental Exposure
2114179229,2079225804,Wear
1090063686,1764935601,Thermal Stress
2100189665,1764935601,Age
1497684474,1764935601,Thermal Stress
321669842,1764935601,Age
512920334,1764935601,Wear
1410723580,1778569183,Wear
435193050,1778569183,Age
1910934560,1778569183,Thermal Stress
1742644168,1778569183,Age
1028162383,898614528,Electrical Stress
392287103,898614528,Thermal Stress
1688965046,898614528,Environmental Exposure
1171804443,2004165289,Age
1151419406,2004165289,Thermal Stress
1838972417,2004165289,Physical Damage
1355247658,2004165289,Wear
1915186045,1705849007,Physical Damage
783173663,1243931201,Thermal Stress
408053901,1243931201,Electrical Stress
2109748670,1243931201,Rust
1929003317,1450514913,Wear
1752728119,1450514913,Thermal Stress
1220052393,1450514913,Electrical Stress
576808189,1728209225,Weather Damage
826833324,1728209225,Environmental Exposure
470983735,1728209225,Weather Damage
712653628,215942994,Weather Damage
110486969,215942994,Rust
1048233502,215942994,Physical Damage
291708046,881960828,Wear
1382472347,881960828,Electrical Stress
1949568251,1886729912,Rust
1657737761,1886729912,Rust
408789753,1886729912,Electrical Stress
2131825118,960529285,Age
447511814,960529285,Thermal Stress
664144183,2138297100,Thermal Stress
477391634,2138297100,Electrical Stress
2116348591,2138297100,Rust
962889862,2138297100,Environmental Exposure
1514890907,1392780954,Thermal Stress
186413873,1392780954,Electrical Stress
695661519,1392780954,Environmental Exposure
1951500454,1392780954,Wear
96660862,1992721617,Wear
1234110030,1992721617,Thermal Stress
832890641,1992721617,Physical Damage
459544897,1992721617,Physical Damage
30515547,1485957277,Electrical Stress
1762192162,1485957277,Thermal Stress
449363917,1485957277,Physical Damage
1553872290,1485957277,Physical Damage
891552142,1373104683,Age
677013558,1373104683,Thermal Stress
1497501289,1373104683,Rust
1875292901,1373104683,Physical Damage
1370566418,1373104683,Wear
1526528981,400672475,Thermal Stress
322376541,400672475,Wear
2051920707,400672475,Age
359499846,400672475,Physical Damage
1957397885,1410373329,Physical Damage
796920004,1410373329,Wear
1220284704,1410373329,Age
2080202363,711101773,Wear
503662920,711101773,Thermal Stress
287378629,711101773,Rust
6782107,711101773,Rust
835015039,453442539,Rust
2052572393,453442539,Rust
1960054679,453442539,Age
544633721,453442539,Age
598442714,1229189407,Age
1705373436,1229189407,Age
710376467,1229189407,Electrical Stress
1602409614,501310191,Thermal Stress
1838376339,501310191,Weather Damage
2034720297,501310191,Rust
2114371749,721860200,Physical Damage
1334812113,721860200,Age
192234710,721860200,Wear
2120637445,572252950,Physical Damage
649815344,572252950,Electrical Stress
900226742,572252950,Wear
1201634979,1952144903,Wear
695045984,1952144903,Rust
1961169931,1952144903,Age
203883983,1952144903,Wear
1075783433,1660907267,Electrical Stress
1187142607,1660907267,Wear
410544217,1660907267,Weather Damage
1239967517,1660907267,Electrical Stress
447427816,1660907267,Electrical Stress
363782826,509033175,Electrical Stress
789452610,509033175,Thermal Stress
590448351,509033175,Environmental Exposure
96458779,2046581138,Age
1069186370,2046581138,Electrical Stress
1240051286,2046581138,Thermal Stress
1835105562,2046581138,Physical Damage
298064035,1536752999,Age
33536124,1536752999,Physical Damage
869479182,1536752999,Rust
2051948721,1536752999,Environmental Exposure
1075633724,1536752999,Rust
234177736,1670902909,Physical Damage
832704902,1670902909,Physical Damage
966923668,1670902909,Age
1002079590,1670902909,Age
740670857,1971720050,Wear
2008170879,1971720050,Rust
1454734216,1971720050,Weather Damage
1791943780,1971720050,Environmental Exposure
2067863933,943020959,Electrical Stress
1991951497,943020959,Wear
1934788698,943020959,Environmental Exposure
1130708420,943020959,Thermal Stress
926845623,754526249,Weather Damage
1949342298,754526249,Environmental Exposure
1703891443,754526249,Age
262252618,754526249,Weather Damage
1101169335,219805901,Wear
1000028852,219805901,Age
1257377523,219805901,Wear
301513713,219805901,Thermal Stress
877803461,1817785206,Environmental Exposure
1168229482,1817785206,Physical Damage
1177765273,1817785206,Physical Damage
1121005310,1330232507,Wear
1035006906,1330232507,Wear
1252983874,1330232507,Physical Damage
955204553,1258695174,Electrical Stress
118766073,1258695174,Age
1927335475,1258695174,Wear
1100426696,1258695174,Thermal Stress
681333114,11942989,Wear
1274777726,11942989,Electrical Stress
225791959,11942989,Environmental Exposure
1710126010,11942989,Rust
741405573,1923867647,Physical Damage
1984379225,1923867647,Physical Damage
1318064991,1923867647,Physical Damage
1017350460,1923867647,Age
322565086,1447636891,Thermal Stress
50640585,1447636891,Thermal Stress
524530148,1447636891,Weather Damage
1525587508,1447636891,Age
1351837170,1447636891,Rust
1899076024,2056084518,Weather Damage
2081123616,2056084518,Age
1582338051,2056084518,Thermal Stress
1524633778,2056084518,Thermal Stress
1022683692,1505843872,Environmental Exposure
762282278,1505843872,Age
932399817,1505843872,Environmental Exposure
1329934056,1505843872,Physical Damage
1706220942,186301220,Wear
1178767753,186301220,Environmental Exposure
1487733821,186301220,Environmental Exposure
690896545,186301220,Electrical Stress
2095748295,261933499,Age
1952150806,261933499,Age
2016450924,261933499,Weather Damage
1042298067,261933499,Wear
648429806,261933499,Physical Damage
1248968922,1601187873,Weather Damage
1648622301,1167844395,Environmental Exposure
1556290838,1167844395,Environmental Exposure
1088102762,1167844395,Environmental Exposure
1536872438,472685727,Weather Damage
787861629,472685727,Environmental Exposure
1752532764,472685727,Environmental Exposure
512118302,1990846405,Thermal Stress
363460484,1990846405,Age
1857507173,1990846405,Thermal Stress
1533627891,1990846405,Age
967024162,1990846405,Electrical Stress
1291765944,167495854,Wear
222600454,70337944,Physical Damage
473388769,70337944,Thermal Stress
446155758,70337944,Environmental Exposure
2006389586,1449866414,Rust
1685591104,1449866414,Weather Damage
1772489459,1449866414,Weather Damage
1533433717,1449866414,Thermal Stress
1424385982,1449866414,Thermal Stress
71306685,18502663,Electrical Stress
1616941605,18502663,Wear
2025595196,18502663,Age
1484628065,18502663,Age
7694333,453573506,Electrical Stress
1385648071,453573506,Environmental Exposure
216307076,453573506,Physical Damage
1304034663,453573506,Weather Damage
1375259178,1010584518,Weather Damage
1109937602,1010584518,Thermal Stress
1638964329,1010584518,Physical Damage
1705869389,1010584518,Electrical Stress
1627891699,1010584518,Age
5384027,2060831002,Physical Damage
356830856,2060831002,Environmental Exposure
485344319,2060831002,Thermal Stress
440997621,2060831002,Physical Damage
1640365738,2060831002,Physical Damage
388021191,1396833847,Age
1897063871,1396833847,Rust
1122728822,1396833847,Rust
1902047931,1396833847,Electrical Stress
1057035561,1972412534,Environmental Exposure
1386634632,1972412534,Rust
967371218,1972412534,Age
119907069,1972412534,Thermal Stress
271895391,1972412534,Electrical Stress
1101961067,1090089985,Age
2140493484,1090089985,Wear
1751782861,1090089985,Environmental Exposure
2058509713,470551816,Physical Damage
1858996946,470551816,Thermal Stress
181195533,470551816,Rust
929709969,1534372395,Age
822312335,1534372395,Age
633626019,1534372395,Thermal Stress
1196190133,1534372395,Age
138992586,19455414,Electrical Stress
1198450560,19455414,Rust
88814127,19455414,Age
1720252733,19455414,Environmental Exposure
1251404163,710639721,Thermal Stress
118896663,710639721,Thermal Stress
1743371100,710639721,Physical Damage
2073492304,710639721,Physical Damage
613575228,252551965,Thermal Stress
1720346618,252551965,Environmental Exposure
349162358,252551965,Rust
140053006,151791836,Thermal Stress
464133422,151791836,Environmental Exposure
539322901,151791836,Electrical Stress
2045066164,1047349832,Weather Damage
149457881,1047349832,Wear
1094665189,1047349832,Age
30965217,1596069217,Physical Damage
590241335,1596069217,Weather Damage
2122314103,1596069217,Thermal Stress
1263516303,1596069217,Wear
2018859904,1596069217,Wear
448344626,559699923,Environmental Exposure
1317188152,559699923,Rust
1120593010,559699923,Environmental Exposure
954856063,559699923,Rust
1060324027,646066867,Age
670840670,646066867,Physical Damage
998195634,646066867,Rust
954553217,646066867,Electrical Stress
913228360,311717427,Environmental Exposure
2143346376,311717427,Physical Damage
1872006958,311717427,Rust
331729817,311717427,Wear
732718977,311717427,Thermal Stress
1132041157,342257534,Weather Damage
1291262405,342257534,Thermal Stress
1240973520,342257534,Wear
1745096736,342257534,Wear
938118075,342257534,Physical Damage
29131038,1948012461,Environmental Exposure
636525384,1948012461,Wear
1739530699,1948012461,Physical Damage
651447954,632302521,Weather Damage
1350570692,632302521,Environmental Exposure
2000212793,632302521,Wear
432864638,632302521,Weather Damage
51864632,632302521,Thermal Stress
1984844246,1781371879,Age
27225089,1781371879,Weather Damage
694738470,1781371879,Wear
777045595,1781371879,Electrical Stress
13932189,1781371879,Thermal Stress
415215306,1221638585,Wear
258560327,1221638585,Age
544626391,1221638585,Electrical Stress
304086934,1221638585,Rust
2032579319,1221638585,Electrical Stress
183380728,2132598687,Thermal Stress
989986590,2132598687,Wear
603559871,2132598687,Wear
1530255073,2132598687,Thermal Stress
1593607726,560504442,Environmental Exposure
1361532119,560504442,Physical Damage
1841168720,560504442,Rust
1404747287,2099563473,Environmental Exposure
1444356996,2099563473,Weather Damage
459670591,2099563473,Environmental Exposure
811922688,1484204355,Physical Damage
1309993491,1484204355,Environmental Exposure
618482560,1484204355,Electrical Stress
1225501698,1484204355,Age
245763216,1484204355,Weather Damage
1281858,1356899508,Thermal Stress
863945489,1356899508,Physical Damage
1690379649,1356899508,Weather Damage
837213728,875651675,Environmental Exposure
1296288827,875651675,Thermal Stress
964061395,875651675,Age
1464260627,1266994484,Thermal Stress
1326234938,1266994484,Thermal Stress
1129742657,1266994484,Rust
2030185583,1266994484,Physical Damage
2002209880,1266994484,Environmental Exposure
722867083,1640274027,Environmental Exposure
66707445,1640274027,Weather Damage
217912260,1640274027,Wear
1317794763,1640274027,Age
1217664418,1640274027,Rust
1756576701,227463461,Electrical Stress
1659730284,227463461,Age
1383517261,227463461,Weather Damage
1793330174,227463461,Rust
1655135731,227463461,Thermal Stress
176277925,1594351905,Environmental Exposure
969521605,1594351905,Electrical Stress
1503979081,1594351905,Environmental Exposure
587333553,1594351905,Thermal Stress
2090526836,667030297,Weather Damage
440496885,667030297,Thermal Stress
720803442,667030297,Physical Damage
330348146,667030297,Age
25833372,667030297,Wear
1805810846,2056317565,Weather Damage
1221650617,2056317565,Thermal Stress
2022672547,2056317565,Physical Damage
158441920,2056317565,Electrical Stress
467563477,1973925939,Physical Damage
1498585194,1973925939,Wear
74811497,1973925939,Rust
1788146430,1971199081,Environmental Exposure
228340304,1971199081,Thermal Stress
1091898450,1971199081,Age
1965926895,1971199081,Environmental Exposure
1678231260,1574128835,Environmental Exposure
54028377,1574128835,Wear
278664618,1574128835,Environmental Exposure
610476038,1574128835,Age
936649037,1672157030,Wear
1453448672,1190684652,Weather Damage
696893794,1190684652,Weather Damage
25301432,1190684652,Rust
1704971009,1133988435,Rust
205959277,1133988435,Age
2142333845,1133988435,Thermal Stress
769875830,1133988435,Thermal Stress
355063475,1471545807,Environmental Exposure
375170519,1471545807,Electrical Stress
554551196,1471545807,Electrical Stress
1999220736,1471545807,Rust
547186911,1205949219,Weather Damage
1973258626,1205949219,Electrical Stress
1058353400,1205949219,Weather Damage
1654308014,1205949219,Physical Damage
1814758068,1927886217,Age
196613308,1927886217,Thermal Stress
179546150,1927886217,Weather Damage
282712180,1927886217,Age
2145151140,1927886217,Electrical Stress
158852024,398783323,Age
445239306,398783323,Environmental Exposure
1901368847,398783323,Environmental Exposure
1672116515,398783323,Thermal Stress
1089376823,1142080260,Physical Damage
1464526267,1142080260,Wear
91190335,1142080260,Rust
1893588527,159655047,Environmental Exposure
132533533,159655047,Wear
541231823,159655047,Weather Damage
53837781,159655047,Physical Damage
1690616344,159655047,Weather Damage
1784959756,2026369849,Environmental Exposure
680730809,2026369849,Physical Damage
2117894419,2026369849,Electrical Stress
402149031,1464186129,Age
512909905,1464186129,Age
1199560091,1464186129,Rust
607464046,1081898541,Wear
382889473,1081898541,Environmental Exposure
1306607338,1081898541,Electrical Stress
809082022,1208496784,Electrical Stress
2122124026,1208496784,Physical Damage
711378133,1208496784,Environmental Exposure
58385526,1208496784,Weather Damage
838810993,822412596,Age
147313975,822412596,Weather Damage
1145120465,822412596,Weather Damage
586234686,822412596,Weather Damage
170262579,485490197,Thermal Stress
1017375219,485490197,Electrical Stress
786455040,485490197,Environmental Exposure
294002292,485490197,Age
1925682281,1203463052,Thermal Stress
129772880,1203463052,Environmental Exposure
905047359,1203463052,Wear
181961427,1203463052,Thermal Stress
557039929,1612496668,Electrical Stress
763402475,1612496668,Thermal Stress
112464858,1612496668,Rust
648553930,724579962,Physical Damage
1007749809,724579962,Wear
691269839,724579962,Thermal Stress
1486082682,724579962,Wear
1800398584,46868609,Thermal Stress
728963141,46868609,Wear
22932126,46868609,Environmental Exposure
37413590,729461002,Weather Damage
906996914,729461002,Environmental Exposure
1945594142,729461002,Age
1649848407,815591110,Rust
1662529454,815591110,Environmental Exposure
1024815754,815591110,Electrical Stress
132173904,815591110,Rust
278958842,815591110,Electrical Stress
769380553,898230024,Environmental Exposure
623341397,898230024,Thermal Stress
1299254521,898230024,Physical Damage
874603269,1576751613,Age
1435506573,1576751613,Wear
1819454594,1576751613,Electrical Stress
1981125125,1576751613,Environmental Exposure
1540051760,1576751613,Physical Damage
1360496019,1691084689,Weather Damage
885189226,1691084689,Environmental Exposure
1882227059,1691084689,Wear
704973024,306727948,Rust
2095135119,306727948,Weather Damage
1723036168,306727948,Physical Damage
1425012831,306727948,Weather Damage
49208946,306727948,Weather Damage
1458601979,51123001,Electrical Stress
924791657,51123001,Physical Damage
1522002694,51123001,Thermal Stress
158212235,1777603321,Weather Damage
1192259134,1777603321,Age
1526949064,1777603321,Environmental Exposure
840198621,1945598290,Thermal Stress
475263711,1945598290,Electrical Stress
1675349162,1945598290,Thermal Stress
1169704978,1945598290,Electrical Stress
2088671136,1864819282,Physical Damage
397822665,1864819282,Physical Damage
709188033,1864819282,Wear
2062269559,1864819282,Environmental Exposure
67935463,1864819282,Physical Damage
141232293,1211558798,Rust
927776840,1211558798,Thermal Stress
2135529520,1211558798,Environmental Exposure
1538138498,1686421189,Electrical Stress
1565616749,1686421189,Age
80102059,1686421189,Age
1447653081,819801748,Electrical Stress
1246309807,819801748,Rust
52874473,1507598211,Physical Damage
1551048737,1507598211,Physical Damage
120019692,1507598211,Rust
787870616,1953773740,Electrical Stress
1448507644,1953773740,Thermal Stress
1893499027,1953773740,Electrical Stress
110460504,208606180,Electrical Stress
239691208,208606180,Thermal Stress
960160527,208606180,Electrical Stress
1189058646,208606180,Wear
1385305219,1932006896,Electrical Stress
773505469,1932006896,Physical Damage
2146398042,1932006896,Rust
704396872,1145038990,Age
1472259373,1145038990,Physical Damage
1092999829,1145038990,Wear
1069622565,1145038990,Thermal Stress
151328452,1145038990,Age
1361204918,388221882,Weather Damage
1698769922,388221882,Rust
961896560,388221882,Thermal Stress
72796719,388221882,Thermal Stress
1149373087,1593476517,Age
1083588331,1593476517,Age
1612578576,1593476517,Environmental Exposure
780068007,1593476517,Weather Damage
526893791,1325696096,Weather Damage
409528476,1325696096,Rust
776931221,1325696096,Physical Damage
998753550,1325696096,Rust
427742874,207193958,Environmental Exposure
777400393,207193958,Wear
90257792,207193958,Wear
2060239072,611053458,Electrical Stress
1573816940,611053458,Age
1787887744,611053458,Physical Damage
1481199166,2099779520,Thermal Stress
705550471,2099779520,Physical Damage
235702028,2099779520,Thermal Stress
1558561270,2099779520,Thermal Stress
1627078133,2099779520,Physical Damage
1537307138,482648901,Thermal Stress
912644785,482648901,Electrical Stress
1759094074,482648901,Weather Damage
1266352993,482648901,Rust
2013947716,404575406,Weather Damage
1986929736,404575406,Environmental Exposure
134506197,404575406,Environmental Exposure
703533350,1601814983,Environmental Exposure
1171529115,1601814983,Wear
1397062742,1601814983,Weather Damage
1316769959,2099816431,Wear
1970701973,2099816431,Rust
624353597,2099816431,Environmental Exposure
1822401788,2099816431,Wear
1407354485,1798271542,Rust
1154129022,1798271542,Wear
1273366226,1798271542,Environmental Exposure
1417035186,581913958,Wear
1490663432,581913958,Physical Damage
2125580563,581913958,Electrical Stress
327863198,2018509690,Wear
50982839,2018509690,Environmental Exposure
180468907,2018509690,Thermal Stress
1150029983,2018509690,Environmental Exposure
29841044,956531347,Thermal Stress
2067811268,956531347,Rust
36464683,500031181,Electrical Stress
434261260,500031181,Thermal Stress
1959641477,500031181,Wear
1795849460,1979434198,Electrical Stress
1706918150,1979434198,Rust
1390945588,1979434198,Physical Damage
476178360,1979434198,Rust
230858089,1979434198,Thermal Stress
432122298,107858324,Environmental Exposure
1034286291,107858324,Electrical Stress
1928238634,107858324,Wear
923840968,977482491,Rust
1924203300,977482491,Physical Damage
2139825364,977482491,Physical Damage
318497115,977482491,Electrical Stress
711713462,977482491,Weather Damage
775016736,886016536,Age
1902915364,886016536,Thermal Stress
2111537524,886016536,Age
1885570606,886016536,Physical Damage
1322953415,1414617922,Thermal Stress
1914221138,1414617922,Electrical Stress
300737461,1414617922,Electrical Stress
463167018,1640285143,Wear
1909007937,1640285143,Environmental Exposure
507609518,1640285143,Age
408339237,1640285143,Electrical Stress
1643932072,535279714,Physical Damage
482448533,535279714,Rust
135796762,535279714,Environmental Exposure
1376946856,535279714,Wear
819768803,1128324809,Rust
1359594501,1128324809,Physical Damage
1607975687,1128324809,Environmental Exposure
234491554,1128324809,Rust
1106914799,1128324809,Environmental Exposure
1502098973,128784754,Physical Damage
1253703975,128784754,Weather Damage
1483432547,128784754,Wear
1876222819,1319701779,Wear
1144388086,1319701779,Electrical Stress
798084189,1319701779,Physical Damage
709180819,1066636049,Environmental Exposure
1425798003,1066636049,Wear
1024720404,1066636049,Rust
1609464524,1066636049,Environmental Exposure
88952036,1736689984,Rust
806901078,1736689984,Thermal Stress
1394885249,1736689984,Age
1292371876,1736689984,Weather Damage
2117674631,1255629265,Physical Damage
425803987,1255629265,Electrical Stress
366096269,1255629265,Environmental Exposure
1768964232,1255629265,Environmental Exposure
1537891088,1048708111,Thermal Stress
1143688441,1048708111,Weather Damage
1163277756,1048708111,Weather Damage
1253047522,1338655182,Age
878909233,1338655182,Electrical Stress
1864530519,1338655182,Wear
1325214042,1338655182,Wear
1217308251,1338655182,Electrical Stress
1113494247,838884491,Physical Damage
682826198,838884491,Wear
144557537,838884491,Wear
1828767006,838884491,Environmental Exposure
108445338,652363817,Wear
1251661256,652363817,Wear
1765175661,652363817,Environmental Exposure
552473630,652363817,Thermal Stress
879693200,652363817,Thermal Stress
2103419185,520817535,Environmental Exposure
1326977225,520817535,Thermal Stress
2104384812,520817535,Environmental Exposure
548083066,520817535,Wear
1347071055,836708886,Rust
742299130,836708886,Electrical Stress
1632372776,836708886,Wear
1010947941,592315573,Thermal Stress
334548099,592315573,Age
2085097679,592315573,Thermal Stress
982468461,592315573,Rust
1403542217,592315573,Electrical Stress
2025326639,116813029,Physical Damage
463650564,116813029,Wear
1452262691,116813029,Electrical Stress
1343730999,116813029,Weather Damage
216026719,116813029,Rust
978718109,1289641917,Weather Damage
830511023,1289641917,Weather Damage
1994443842,1289641917,Age
1864079694,1289641917,Age
1217404153,33611172,Rust
1272739654,33611172,Physical Damage
137899894,33611172,Environmental Exposure
522554957,1414936786,Environmental Exposure
1430934156,1414936786,Rust
2143224261,1414936786,Physical Damage
549730953,1414936786,Electrical Stress
2037438202,1414936786,Wear
776475401,408467382,Physical Damage
556356135,408467382,Age
189529737,408467382,Thermal Stress
2119879627,408467382,Electrical Stress
1324286971,1556037309,Wear
1966700953,1556037309,Age
427846307,1556037309,Environmental Exposure
1648461690,1556037309,Wear
1571766617,1556037309,Environmental Exposure
1845285380,1940085227,Electrical Stress
688641642,1940085227,Electrical Stress
901669751,1940085227,Electrical Stress
1971710538,1833568710,Weather Damage
1399388700,1833568710,Rust
1878719113,1833568710,Electrical Stress
358170153,1833568710,Weather Damage
1089591063,968160034,Rust
1069021862,968160034,Environmental Exposure
2050943760,968160034,Weather Damage
629518058,968160034,Thermal Stress
1420571697,968160034,Age
368853561,698828565,Wear
647889836,698828565,Environmental Exposure
745510612,698828565,Age
489424957,698828565,Rust
815958510,988326594,Environmental Exposure
2076517076,988326594,Environmental Exposure
1969965167,988326594,Age
1057147494,879024949,Physical Damage
291468244,879024949,Thermal Stress
712620475,879024949,Age
164454377,879024949,Thermal Stress
1300040050,879024949,Wear
1483443327,79409667,Age
1625745598,79409667,Physical Damage
1232649049,79409667,Physical Damage
1861423672,79409667,Environmental Exposure
1602847827,902765946,Weather Damage
1991900115,902765946,Environmental Exposure
446158345,902765946,Physical Damage
1174318125,668684347,Thermal Stress
1429000878,668684347,Wear
1342754245,668684347,Weather Damage
66738751,668684347,Physical Damage
1891356819,668684347,Environmental Exposure
415420327,576360922,Age
812915066,576360922,Rust
212331188,576360922,Environmental Exposure
1317446596,576360922,Physical Damage
656125091,535508545,Electrical Stress
1617546550,535508545,Environmental Exposure
1499763486,535508545,Rust
941487212,535508545,Thermal Stress
2093536405,535508545,Age
1132137713,1785557087,Environmental Exposure
589708170,1785557087,Thermal Stress
316586752,1785557087,Physical Damage
526623299,1785557087,Thermal Stress
1411317512,1785557087,Weather Damage
977834076,1305071324,Rust
667733155,1305071324,Environmental Exposure
1304808907,1305071324,Environmental Exposure
92281533,1305071324,Rust
1349271878,332287922,Physical Damage
908372273,759526568,Electrical Stress
1989247128,759526568,Age
1914488869,759526568,Thermal Stress
1199847958,759526568,Age
1147699386,893075249,Age
1159518641,893075249,Age
1028194110,893075249,Electrical Stress
636289239,893075249,Thermal Stress
1279987580,1759015083,Environmental Exposure
919754451,1759015083,Wear
1143236049,1582668119,Environmental Exposure
671693021,1582668119,Rust
1995334818,1582668119,Physical Damage
1915026959,1582668119,Physical Damage
881934180,1197048651,Rust
991902361,1197048651,Rust
1613875453,1197048651,Thermal Stress
1641040350,164492014,Thermal Stress
7349111,164492014,Rust
563120352,164492014,Wear
1558060716,164492014,Thermal Stress
121321154,1659427555,Wear
1106912983,1659427555,Age
2135463145,1659427555,Weather Damage
1163101330,1659427555,Rust
1818379004,1659427555,Wear
47925789,456549685,Environmental Exposure
1891062900,456549685,Electrical Stress
129748964,456549685,Wear
481335869,456549685,Electrical Stress
73548046,456549685,Wear
503705289,2009058562,Electrical Stress
1650368010,2009058562,Physical Damage
843875985,2009058562,Physical Damage
1159414617,2009058562,Environmental Exposure
2095463820,294419557,Age
2140507463,294419557,Age
971602041,294419557,Weather Damage
1434172972,294419557,Thermal Stress
830965177,294419557,Weather Damage
179311141,1678606993,Environmental Exposure
1203645472,1678606993,Physical Damage
1596150250,1678606993,Thermal Stress
1388837716,985573337,Weather Damage
1615699168,985573337,Thermal Stress
253436061,985573337,Environmental Exposure
868732003,985573337,Wear
1065273973,1540988772,Weather Damage
1409242025,1540988772,Rust
841129086,498811214,Physical Damage
